Applicant,FacilityType,LocationDescription,Address,BlockLot,Block,Lot,Status,FoodItems,X,Y,Latitude,Longitude
"San Francisco Street Foods, Inc.",Push Cart,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,234,17,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.794331,-122.3958111
DO UC US Mobile Catering,Truck,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.184,2108672.393,37.77089223,-122.3891692
"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",Truck,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,3521058,3521,58,APPROVED,Tacos: burritos: soda & juice,6008490.781,2109071.076,37.7715867,-122.414007
"Off the Grid Services, LLC",Truck,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,8,APPROVED,everything except for hot dogs,6012012.497,2112922.911,37.78236012,-122.402096
Roadside Rotisserie Corporation / Country Grill,Truck,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012853.387,2119060.762,37.79926011,-122.3996179
"Off the Grid Services, LLC",Truck,BRANNAN ST: 04TH ST to 05TH ST (500 - 599),525 BRANNAN ST,3786028,3786,28,APPROVED,Everything,6013436.375,2111128.797,37.77751326,-122.3970441
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,309003,309,3,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011136.441,2114963.525,37.78791423,-122.4052705
Papalote Inc.,Truck,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,APPROVED,Mexican; Burritos: Burrito Bowls: Salads,6014255.311,2116583.43,37.79253599,-122.3945932
"Off the Grid Services, LLC",Truck,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179
Wu Wei LLC dba MoBowl,Truck,STEUART LN: HOWARD ST \ STEUART ST to END: 200-249 BLOCK (1 - 99),75 HOWARD ST,3741031,3741,31,EXPIRED,Various types of meat: veggie: and seafood bowls.,6015092.174,2116210.269,37.79155786,-122.3916715
Singh Brothers Ice Cream,Truck,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6015609.592,2092025.988,37.7251817,-122.3881927
"SOHOMEI, LLC",Truck,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,1175018,1175,18,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,5999194.358,2111070.48,37.77655004,-122.4463076
San Francisco's Hometown Creamery,Truck,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),281 GEARY ST,314013,314,13,APPROVED,Ice Cream & Waffle Cones,6010423.418,2114694.802,37.78713649,-122.4077185
"SOHOMEI, LLC",Truck,CESAR CHAVEZ ST: SOUTH VAN NESS AVE to CAPP ST \ MISSION ST (3300 - 3398) -- NORTH --,3300 CESAR CHAVEZ ST,6571011,6571,11,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6007693.813,2100697.425,37.74854979,-122.4161707
Serendipity SF,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,ISSUED,Meatloaf: Grilled Cheese: Chicken Sandwich: Caprese Salad: Kale Salad: Fries: Sweet Potato Fries: Mac and Cheese: Mashed Potatoes,6012277.508,2116903.356,37.79330428,-122.401459
Singh Brothers Ice Cream,Truck,HARBOR RD: NORTHRIDGE RD to INGALLS ST (1 - 299),297 HARBOR RD,4712008,4712,8,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017903.776,2094986.964,37.73343881,-122.3804675
Roadside Rotisserie Corporation / Country Grill,Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,APPROVED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,6011921.732,2115262.393,37.78877872,-122.4025746
Brazuca Grill,Truck,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.77165385,-122.4118091
Brazuca Grill,Truck,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012249.052,2112322.269,37.7807241,-122.4012354
Brazuca Grill,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,4324002,4324,2,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013011.36,2101203.484,37.75023688,-122.397818
Brazuca Grill,Truck,03RD ST: CESAR CHAVEZ ST to MARIN ST (3100 - 3199),3150 03RD ST,4355006,4355,6,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015847.697,2100856.956,37.74944294,-122.3879855
Brazuca Grill,Truck,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015309.355,2101533.012,37.75126941,-122.3898944
Brazuca Grill,Truck,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015246.528,2090674.566,37.72145084,-122.3893534
Brazuca Grill,Truck,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,41,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007585.376,2110633.378,37.77582552,-122.4172496
Brazuca Grill,Truck,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014146.75,2103649.223,37.75701552,-122.3940629
Bonito Poke,Truck,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,APPROVED,Bonito Poke Bowls & Various Drinks,6013786.267,2114936.804,37.78798865,-122.3961007
Bonito Poke,Truck,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,3940003,3940,3,APPROVED,Bonito Poke Bowls & Various Drinks,6016152.963,2106970.029,37.76624505,-122.3873563
Curry Up Now,Truck,WASHINGTON ST: DRUMM ST intersection,370 DRUMM ST,201012,201,12,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6013693.222,2118189.172,37.79691371,-122.3966507
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,STOCKTON ST: 04TH ST \ ELLIS ST \ MARKET ST intersection,800 MARKET ST,329001,329,1,APPROVED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,6010729.654,2114081.536,37.78546975,-122.4066158
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,STOCKTON ST: OFARRELL ST to GEARY ST (100 - 199),101 STOCKTON ST,314002,314,2,APPROVED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,6010660.159,2114587.863,37.78685611,-122.4068919
Curry Up Now,Truck,SANSOME ST: GOLD ST to PACIFIC AVE (705 - 799),727 SANSOME ST,175003,175,3,APPROVED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,6012095.199,2118234.464,37.79694901,-122.4021834
Curry Up Now,Truck,03RD ST: BRANNAN ST to TOWNSEND ST (600 - 699),601 03RD ST,3788020,3788,20,APPROVED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,6014402.116,2112043.001,37.78007717,-122.3937673
Bonito Poke,Truck,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,APPROVED,Bonito Poke Bowls & Various Drinks,6013858.06,2115347.095,37.78911921,-122.395881
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,APPROVED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,6010493.859,2113955.658,37.78511092,-122.4074227
Curry Up Now,Truck,,225 BUSH ST,289001,289,1,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6012345.54,2116003.915,37.79083842,-122.4011604
Bonito Poke,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,APPROVED,Bonito Poke Bowls & Various Drinks,6012181.836,2116889.979,37.79326221,-122.4017891
Brazuca Grill,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,11,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014845.363,2104007.25,37.75803739,-122.3916719
Brazuca Grill,Truck,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,3530006,3530,6,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007900.307,2108105.953,37.76890352,-122.4159812
Brazuca Grill,Truck,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012315.623,2092832.142,37.72721217,-122.3996363
Brazuca Grill,Truck,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015191.855,2101658.85,37.75160841,-122.3903095
Truly Food & More,Truck,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,REQUESTED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Water: Sodas,6002948.585,2087593.93,37.7123026,-122.4316442
Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,1404045,1404,45,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5986602.689,2113869.846,37.78350912,-122.4900712
Brazuca Grill,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,24,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015057.091,2104275.668,37.75878616,-122.3909584
Brazuca Grill,Truck,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015058.106,2091452.65,37.72357686,-122.3900591
Brazuca Grill,Truck,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,4059001B,4059,001B,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015563.023,2105254.616,37.7615022,-122.389277
Brazuca Grill,Truck,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,1,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016160.221,2100487.333,37.74844534,-122.386879
Eva's Catering,Truck,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,3602 103,3602,103,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6002765.398,2104234.783,37.75798419,-122.4334658
F & C Catering,Truck,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,4,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015479.602,2102615.711,37.75425171,-122.3893812
Zuri Food Facilities,Truck,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),475 CALIFORNIA ST,260010,260,10,APPROVED,Peruvian Food Served Hot,6012002.812,2116560.078,37.79234639,-122.4023853
F & C Catering,Truck,TENNESSEE ST: TENNESSEE ST to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,12,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015520.523,2101882.84,37.75224167,-122.3891885
Brazuca Grill,Truck,FRANCISCO ST: MASON ST to TAYLOR ST (500 - 599),500 FRANCISCO ST,42022,42,22,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6008645.397,2121255.01,37.80504951,-122.4143344
Brazuca Grill,Truck,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.75692365,-122.3935496
Brazuca Grill,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.7706834,-122.4208796
Faith Sandwich,Push Cart,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6012851.27,2115274.827,37.78886472,-122.3993594
Natan's Catering,Truck,,Assessors Block 4227/Lot012,4227012,4227,12,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.75315511,-122.3911742
El Calamar Perubian Food Truck,Truck,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,3708019,3708,19,APPROVED,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.,6012696.635,2115129.488,37.78845703,-122.3998842
El Gallo Jiro,Truck,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,39,EXPIRED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,6008556.964,2102638.387,37.75392774,-122.4133231
Roadside Rotisserie Corporation / Country Grill,Truck,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),333 BRANNAN ST,3788042,3788,42,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6014798.469,2112341.208,37.780918,-122.392417
Brazuca Grill,Truck,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,8,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015877.515,2101228.261,37.75046412,-122.3879083
Brazuca Grill,Truck,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,4043011B,4043,011B,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015376.265,2105385.926,37.7618524,-122.3899321
Park's Catering,Truck,ARELIOUS WALKER DR: PALOU AVE to QUESADA AVE (1300 - 1399),Assessors Block 4755/Lot049,4755049,4755,49,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6018439.934,2092406.501,37.72638293,-122.3784348
Eva's Catering,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012488.815,2110632.864,37.77609875,-122.4002872
Brazuca Grill,Truck,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,4101065,4101,65,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013745.023,2103985.691,37.75791706,-122.3954759
"Chairman SF, LLC",Truck,ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,307008,307,8,APPROVED,Baos: bowls & drinks,6009885.084,2114861.905,37.78756517,-122.4095928
Park's Catering,Truck,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,5203035,5203,35,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016150.748,2098500.68,37.74298987,-122.3867733
Brazuca Grill,Truck,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,761033,761,33,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6005923.757,2112690.418,37.78138003,-122.4231438
Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,2116028,2116,28,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990463.819,2102357.539,37.75212416,-122.4758723
Brazuca Grill,Truck,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,13,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015331.083,2106187.955,37.76405209,-122.3901444
Brazuca Grill,Truck,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),601 23RD ST,4232010,4232,10,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016887.317,2102871.037,37.75503073,-122.3845307
Brazuca Grill,Truck,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015267.752,2101380.964,37.75084961,-122.3900276
F & C Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.75371742,-122.388359
Eva's Catering,Truck,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,4882001,4882,1,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6015050.344,2091107.684,37.72262922,-122.3900618
Brazuca Grill,Truck,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,2,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6018751.714,2098754.754,37.74383117,-122.3777974
Faith Sandwich,Push Cart,MAIN ST: MARKET ST to MISSION ST (1 - 99),58 MAIN ST,3711005,3711,5,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6013902.41,2116435.193,37.79210934,-122.3958039
Eva's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6013220.459,2100301.58,37.74777209,-122.3970317
Park's Catering,Truck,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.7467113,-122.3921503
Park's Catering,Truck,BURKE AVE: START: 1500-1599 BLOCK to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016479.944,2099135.868,37.74475219,-122.3856792
"SOHOMEI, LLC",Truck,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1118 MISSION ST,3702032,3702,32,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6009238.199,2111812.954,37.77915721,-122.4116154
"SOHOMEI, LLC",Truck,CLAY ST: BATTERY ST to SANSOME ST (400 - 499),432 CLAY ST,206006,206,6,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012459.069,2117555.691,37.79510556,-122.4008766
Singh Brothers Ice Cream,Truck,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,4849006,4849,6,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6014513.081,2092146.105,37.7254507,-122.3919916
SPUNBYSS,Truck,02ND ST: TEHAMA ST to CLEMENTINA ST (224 - 273),240 02ND ST,3735055,3735,55,REQUESTED,American classic slider:  fried chicken slider: fried chicken skin: wedge cut fries: regular cut fries: handcrafted sodas: spring salad,6013280.206,2114201.068,37.78594032,-122.3977999
Singh Brothers Ice Cream,Truck,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,9,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6012192.793,2086872.475,37.71084128,-122.3996426
Singh Brothers Ice Cream,Truck,KISKA RD: DORMITORY RD \ KIRKWOOD AVE to REARDON RD (141 - 199),195 KISKA RD,4700052,4700,52,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6018976.061,2093508.479,37.72943829,-122.3766578
